NAME,LONGDD,LATDD
KAMONGEI,35.85,0.48
KAMONGEISUBLOCATION,35.87,0.48
KAMOR,39.08,3.13
KAMORALE,39.95,-0.28
KAMORALE,39.98,-0.07
KAMORALIAGA,39.12,3.22
KAMIRARI,37.43,-0.57
KAMORDEDACHGORGESA,39.13,2.95
JIRRIMAGUYA,39.13,3.1
KAMORJAWE,39.15,3.12
KAMORJILA,39.92,-1.35
KAMORJILA,39.92,-1.37
KAMORKILIWE,39.18,2.95
KAMORU,37.07,-1.27
KAMOSIT,36.02,1.03
KAMATONYI,37.7,1.42
KAMATAINI,37.68,1.43
KAMPEWI,38.02,-0.25
KAMPIYAFAROGLADE,36.22,0.03
KAMPIYAFISI,36.85,-1.37
KAMMYAMOTO,35.93,-0.13
KAMPIYANDEGE,36.85,-1.35
KAMPIYASAMAKI,36.02,0.6
KAMPIYASIMBA,36.87,-1.38
KAMERI,34.25,-0.05
KAMSERSEKASUBLOCATION,34.7,-0.37
KAMTEL,36.27,0.78
KAMU,37.68,-0.43
KAMUAORA,35.87,-0.25
KAMUCEGE,36.78,-1.03
KAMUCHEGESUBLOCATION,36.77,-1.02
KAMUDI,39.8,-0.65
KAMUGA,34.05,-0.2
KAMUGA,38.18,-0.07
KAMUGENO,35.12,-0.82
KAMUGU,36.68,-0.98
KAMUIRU,37.23,-0.48
KAMOKABI,36.93,-0.77
KAMUNE,37.02,-0.6
KAMUNESUBLOCATION,37.03,-0.6
KAMURDWANA,37.25,-0.45
KAMURIAISUBLOCATION,34.3,0.07
KAMURIGESUBLOCATION,37.95,-0.35
KAMUSENU,34.28,0.53
KAMUTHE,39.85,-0.7
KAMUWONGAHILL,38.05,-0.03
KAMWALE,37.93,-0.07
KAMWANGI,36.7,-1.2
KAMWANGI,37.47,-0.37
KAMWAURA,35.58,-0.43
KAMWETI,37.35,-0.48
KAMWETIPLANTATIONS,37.35,-0.42
KAMWIMBI,37.75,-0.43
KAMWIMBISUBLOCATION,37.77,-0.43
KAMWONGOSUBLOCATION,34.63,-0.7
KANAM,34.48,-0.35
KANAMAI,39.78,-3.92
KANAMAISUBLOCATION,39.78,-3.92
KANCHORO,39.75,2.92
KANDARIA,34.42,-0.13
KANDEGA,37.47,-0.72
KANDEGENYE,37.02,-0.75
KANDEGENYESUBLOCATION,37.02,-0.73
KANDELONGWE,38.97,-1.05
KANDERENDU,36.8,-0.78
KANDERENDUSUBLOCATION,36.82,-0.8
KANDERENDUTRACK,36.77,-0.75
KANDI,36.72,-1.38
KANDIEGE,34.55,-0.43
KANDIGIRI,37.2,-0.45
KANDONGO,37.28,-0.65
KANDU,38.98,0.25
KANGA,34.7,-0.57
KANGA,34.58,-0.82
KANGA,34.25,-1.07
KANGAI,37.3,-0.62
KANGAISUBLOCATION,37.18,-0.48
KANGAITA,37.27,-0.43
KANGAITAPLANTATIONS,37.27,-0.42
KANGARE,36.87,-0.78
KANGARESUBLOCATION,36.87,-0.78
KANGARU,37.45,-0.48
KANGARU,37.23,-0.63
KANGEBEBET,35.37,-0.85
KANGEMA,36.97,-0.68
KANGEMI,36.75,-1.27
KANGEMISUBLOCATION,36.73,-1.27
KANGENGA,37.1,-0.78
KANGETHIA,37.55,-0.47
KANGI,38.02,-0.05
KANGURE,37.15,-0.68
KANGUREFOREST,37.15,-0.68
KANIAMWI,34.27,-0.68
KANJA,37.53,-0.38
KANJAGA,37.55,-0.37
KANJAI,36.8,-1.07
KANJAI,36.82,-1.07
KANJAISUBLOCATION,36.8,-1.05
KANJASUBLOCATION,37.52,-0.38
KANJIKERU,37.47,-0.52
KANJIRA,34.55,-0.35
KANJIRASUBLOCATION,34.57,-0.38
KANJONJA,40.12,-1.73
KANJORA,36.08,-0.4
KANJORO,38.08,-0.02
KANJUKISUBLOCATION,37.78,-0.35
KANKIRIRI,37.62,-0.38
KANO AWACH,34.9,-0.27
KANOPLAIN,34.87,-0.12
KANSAROKANA,39.05,-1.28
KANTHINTHIOKO,37.62,-0.38
KANUMU,38.45,-0.1
KANUNGA,36.78,-1.02
KANUNGASUBLOCATION,36.78,-1.02
KANUSIN,35.22,-0.77
KANUSIN,35.22,-0.78
KANUSINSUBLOCATION,35.22,-0.78
KANYABOLA LAKE,34.15,0.05
KANYADALOCATION,34.05,-0.58
KANYADETSUBLOCATION,34.38,-0.05
KANYADHIANG,34.63,-0.38
KANYADHIANGSUBLOCATION,34.63,-0.38
KANYADIERSUBLOCATION,34.48,-0.55
KANYADWERASUBLOCATION,34.45,-0.08
KANYAKWARSUBLOCATION,34.75,-0.07
KANYAKWENDASUBLOCATION,34.32,-0.75
KANYAMEDHA,34.75,-0.07
KANYAMFWA,34.52,-0.38
KANIAMAGO,34.43,-0.92
KANYAMWI,36.03,-0.4
KANYARIRI,36.7,-1.23
KANYARIRI,36.72,-1.23
KANYARIRISUBLOCATION,36.7,-1.23
KANYASASUBLOCATION,34.22,-0.07
KANYAWEGISUBLOCATION,34.6,-0.13
KANYE GEBEL,37.1,4.1
KANYEISUBLOCATION,37.27,-0.53
KANYEKINI,37.28,-0.57
KANVENYENI,36.88,-0.68
KANVENYENI,36.92,-0.68
KANYIKELASUBLOCATION,34.37,-0.75
KANYIMACH,34.6,-0.92
KANYIRIRI,37.6,-0.23
KANYIRIRI,36.08,-0.3
KANYODERA,34.35,-0.88
KANYONGO,36.72,-1.23
KANYORE,36.73,-1.07
KANYUIRA,36.9,-0.65
KANYURI,39.93,1.7
KANYURUSUBLOCATION,37.95,-0.18
GANJALA,34.15,0.03
GANJALA,34.13,0.33
AMAYA,36.08,1.12
KAOLE,39.8,-3.72
KAPCHEBU,35.78,0.57
KAPCHEPKOR,35.8,0.62
KAPCHERUSEIDAM,35.2,-0.97
KAPCHETERITSUBLOCATION,35.68,0.52
KAPCHOMUSWO,35.73,0.53
KAPCHUMBESUBLOCATION,35.1,-0.9
KAPCHURE,35.07,-0.07
KAPECHA,39.78,-3.78
KAPEDO,36.1,1.02
KAPEDOSUBLOCATION,36.07,1.02
KAPGUTSUBLOCATION,35.73,0.47
KAPGWENESTATE,35.22,-0.05
KAPIATH,35.73,0.45
KAPIE,35.08,-0.72
KABINGAZI,37.45,-0.48
KAPIO,36.88,-1.4
KAPIYO,34.18,-0.1
KAPKALELWA,35.72,0.37
KAPKAWASUBLOCATION,35.78,0.55
KAPKEIN,35.78,0.23
KAPKELEI,35.15,-0.08
KAPKELEI,35.12,-0.8
KAPKELEI,35.13,-0.78
KAPKESASIO,35.32,-0.87
KAPKESASIO,35.32,-0.85
KAPKIAMOSUBLOCATION,35.8,0.7
KAPKIMOLWA,35.43,-0.88
KAPKIMOLWASUBLOCATION,35.42,-0.87
KAPKISERARIDGE,36.18,0.45
KAPKITONY,36.15,0.18
KAPKOIWASUBLOCATION,35.75,0.77
KAPKOMONSUBLOCATION,35.88,0.72
KAPKWEN,35.07,-0.9
KAPLOP,35.77,0.3
KAPONAMASAI,36.28,0.78
KAPROGONYASUBLOCATION,35.73,0.48
KABROPITA,35.75,0.48
KAPSABET,35.37,-0.77
KAPSESA,35.77,0.28
KAPSIMBIRI,35.37,-0.78
KAPSIMOTWA,35.32,-0.75
KAPSIMOTWASUBLOCATION,35.32,-0.75
KAPSONGOI,35.78,0.3
KAPSOTIK,34.08,0.07
KAPSULE,39.97,-0.2
KAPTABAL,35.42,-0.45
KAPTALAMBWA,35.02,-0.25
KAPTEBENGWET,35.32,-0.58
KAPTENDEN,35.23,-1.02
KAPTERESUBLOCATION,35.8,0.62
KAPTHUNI,35.68,0.63
KAPTHURIA EN,35.98,0.57
KAPTIBENGWA,35.35,-0.77
KAPTILONWOSUBLOCATION,35.7,0.7
KAPTIMOM,35.78,0.3
KAPTIMOMFOREST,35.78,0.23
KAPTION,35.73,0.7
KAPTIURIN,35.75,0.57
KAPTHOLILI,35.65,0.57
KAPTUMSUBLOCATION,35.75,0.62
KAPTUROSUBLOCATION,35.77,1.18
KAPUNGA,35.78,1.47
KAPUONJASUBLOCATION,34.65,-0.03
KAPUTIR,36.03,0.62
KARAAGARSU,39.75,2.98
KARAARBA,39.32,3.42
KARABA,37.35,-0.73
KARABA,37.1,-0.63
KARABA,37.42,-0.75
KARABAMBAHILLS,39.02,3.35
KARABASPECIALCAMP,37.43,-0.73
KARABASUBLOCATION,37.03,-0.78
KARABOK,34.7,-0.48
KARABANDI,34.72,-0.37
KARABONDISUBLOCATION,34.72,-0.37
KARACHONY,34.63,-0.42
KARADINGSUBLOCATION,34.05,-0.68
KARADOLO,34.15,0.23
KARADOLO,34.13,0.25
KARADOLOSUBLOCATION,34.13,0.22
KARADUSE,39.38,3.38
KARAI,36.6,-1.23
KARAILOCATION,36.63,-1.27
KARAINE,37.25,-0.45
KARAINI,37.27,-0.43
KARAISUBLOCATION,36.6,-1.23
KARAMENO,36.07,-0.2
KARANDINIMARKET,36.75,-1.3
KARANGARE,37.78,-0.45
KARANTIN,37.97,2.32
KARAPULRAMBASUBLOCATION,34.3,0.05
KARAPULULAFUSUBLOCATION,34.32,0.07
KARAPULNORTH,34.03,0.07
KARARACHA,39.87,-3.42
KARARE,37.78,2.15
KARARE,37.85,2.02
KARARI,40.58,3.52
HARARI,36.4,4.18
KARARIGUDA,39.78,2.93
KARASASI,37.37,-0.45
KARATENGSUBLOCATION,34.62,-0.02
KARATHING,34.58,-1.02
KARATI,37.45,-0.43
KARALI,36.42,-0.7
KARATINA,37.47,-0.37
KARATINA,36.73,-0.98
KARAU,36.18,0.62
KARAWA,40.2,-2.07
KARAWA,40.2,-2.63
KARAYA,39.27,3.23
KAREGA,36.98,-0.78
KAREN,36.7,-1.03
KAREN,36.72,-1.32
KAREN,36.75,-1.03
KARENCOUNTRYCLUB,36.72,-1.35
KARENGE,36.78,-1.02
KARERUENU,37.42,-0.43
KARGI,37.57,2.52
KARIA,37.38,-0.43
KARIA,37.3,-0.53
KARIA,36.82,-1.1
KARIA,37.38,-0.45
KARIANDUS,36.3,-0.42
KARIANDUS,36.28,-0.43
KARIANDUS,36.27,-0.45
KARIANDUSDIATOMITEMINE,36.28,-0.45
KARIANDUSPREHISTORICSITE,36.28,-0.45
KARIANI,37.68,-0.27
KARIARA,36.98,-0.73
KARIBIRIMAJI,39.45,-2.73
KARICHIUNGU,37.13,-0.72
KARI,37.4,-0.43
KARIE,37.25,-0.57
KARIGI,36.77,-1.03
KARIGIRI,37.7,-0.28
KARIGONI,37.63,-0.38
KARI,37.03,-0.73
KARIKO,37.25,-0.45
KARIKOSUBLOCATION,37.25,-0.47
KARIMA,37.18,-0.63
KARIMA,37.03,-0.68
KARIMADU,36.45,0.82
KARIMANI,39.47,-3.55
KARIMANI,39.45,-3.42
KARIMBA,38.02,0.05
KARIMBA,37.7,-0.3
KARINGA,36.88,-0.77
KARINGA,36.78,-1.03
KARINGA,36.58,-1.1
KARINGANILOCATION,37.75,-0.35
KARINGET,35.1,-0.73
KARINI,37.87,-0.23
KARIOBANGI,36.88,-1.25
KARIOBANGISOUTH,36.88,-1.27
KARIRU,37.37,-0.47
KARITHATHI,37.38,-0.45
KARMADA,40.37,-1.77
KARO,41.68,3.88
KAROLE,37.7,2.65
KAROLE,37.68,2.63
KARSADERA,37.92,2.32
KARSAGUDAS,38.03,2.1
KARSAKILE,37.08,2.42
KARSHA,39.78,0.78
KARUA,37.18,-0.8
KARUAMGI,37.45,-0.55
KARUG,37.05,-0.6
KARUGO,36.75,-1.02
KARUMANDI,37.35,-0.45
KARUMBA,37.38,-0.55
KARUMBA,37.37,-0.6
KARUMU,36.8,-1.02
KARUNGA,36.37,-0.4
KARUNGA,36.82,-1.15
KARUNGE,36.98,-0.65
KARUNGESUBLOCATION,36.98,-0.65
KARUNGU,37.62,-0.42
KARUNGA,34.15,-0.85
KARUNGUBAY,34.02,-0.87
KARONGA,34.6,-0.02
KARURA,36.82,-1.2
KARURA,36.78,-1.22
KARURA,36.72,-1.2
KARURA,36.77,-1.22
KARURA,36.73,-1.18
KARURA,36.87,-1.23
KARURADAM,37.95,-0.08
KARURAFARM,36.85,-1.23
KARURAKANYUNGU,36.73,-1.2
KARURASUBLOCATION,36.75,-1.22
KARURI,37.18,-0.7
KARURI,37.03,-0.72
KARURI,36.75,-1.18
KARURIDIKA,39.08,2.98
KARURUMA,37.08,-0.8
KARURUMO,37.65,-0.47
KARURUMO,37.62,-0.22
KARURUONE,37.05,-0.73
KARURUTWO,37.03,-0.73
CARUS MELKA,39.18,0.3
KARUTUNE,37.43,-0.37
KARUE,37.53,-0.47
KASA,37.42,3.92
KASADEDU,37.98,2.37
KASAGAM,34.77,-0.12
KASARUA,34.47,-0.53
KASAT,34.75,-0.08
KASHA,39.18,-0.08
CASHI,39.02,-0.08
KASHA,40.92,-0.75
KASHANI,39.7,-3.95
KASIDI,39.75,-3.8
KASIDI,39.6,-3.88
KASILUNIKAMAHOUNDU,39.28,-1.37
KASIMA,36.73,-0.98
KASIPUL AWACH,34.77,-0.43
KASIPULLOCATION,34.75,-0.05
KASIRI,34.38,-0.3
KASIRIMESUBLOCATION,34.25,-0.75
KASIWONYU,38.08,-0.28
KASOIYO,35.77,0.48
KASULESUBLOCATION,34.78,-0.13
KASWANGA,34.02,-0.4
KASWANGAPOINT,34.15,-0.4
KASWANGASUBLOCATION,34.15,-0.4
KATAKON,36.27,0.7
KATAKWA,34.38,0.68
KATAMA,39.53,3.32
KATANDEWA,39.55,-3.45
KATARET,35.18,-0.93
KATELEPAI,34.37,0.73
KATHAGU,37.98,-0.3
KATHAKWA,37.43,-0.47
KASAWANA,38.57,-0.03
KATHANGACHINISUBLOCATION,38.25,-0.03
KATHANGARE,37.45,-0.47
KATHANGARARI,37.45,-0.4
KATHANGARISUBLOCATION,37.45,-0.48
KATHARAKA,37.63,-0.25
KATHARESUBLOCATION,37.27,-0.57
KATHARI,37.6,-0.4
KATHENAUGI,38.15,-0.1
KATHI,37.03,-1.27
KATHIENOASUBLOCATION,34.3,0.28
KATHIENOBSUBLOCATION,34.32,0.27
KATHIRIONYONE,37.52,-0.35
KATHITA,37.45,-0.53
KATHITHYAMAA,37.03,-1.28
GATONDO,37.28,-0.62
KATHPATESTATE,36.77,-1.15
KATHUGU,37.58,-0.48
KATHUNGU,38.72,-0.57
KATHANJURE,37.6,-0.43
KATHUNGURE,37.62,-0.43
KATHUNIRI,37.47,-0.37
KATHURE,38.62,-0.13
KATIENOSUBLOCATION,34.05,-0.07
KATIENOSUBLOCATION,34.4,-0.88
KATIGASUBLOCATION,34.38,-1.07
KATIKOKO,34.23,0.05
KATIMO,37.47,-0.4
KATIMOKFOREST,35.78,0.62
KATISI,40.08,3.92
KATITIKA,38.2,-0.08
KATMERIT,35.77,0.47
KATMERIT,35.75,0.45
KATSELOCATION,38.12,-0.05
KATSOMBERO,34.07,0.12
KATUMA,34.48,-0.05
KATUMBA,38.8,-0.73
KATUMO,34.47,-0.57
KATUNDAESTATE,36.88,-1.15
KAU,40.43,-2.48
CAUADE,40.62,4.15
KAUDHA,34.4,-0.05
KAUDHASUBLOCATION,34.37,-0.05
KAUGAGISUBLOCATION,34.15,0.12
KAUMA,34.82,-0.42
KAUNGU,37.62,-0.38
KAURO,37.93,1.48
KAUTI,39.55,-0.55
KAVUKASUBLOCATION,39.45,-3.8
KAVULUNI,39.7,-3.4
KAVUVONI,39.32,-1.88
KAVVADHIGONESUBLOCATION,34.53,-0.45
KAWAHARURA,37.18,-0.82
KAWAN,34.35,-0.73
KAWANGWARE,36.73,-1.28
KAWANJARO,37.55,-0.47
KAWEPLAIN,39.02,3.03
KAWEREKARANVISUBLOCATION,34.48,-0.97
KAWEREKARATENGSUBLOCATION,34.42,-0.92
KAWERU,37.1,-0.65
KAWINOSUBLOCATION,34.8,-0.22
KAWUORSUBLOCATION,34.48,-0.75
KAYAFUNGO,39.52,-3.78
KAYAFUNGO,39.57,-3.78
KAYAFUNGO,39.52,-3.82
HAIAHUE,37.1,-0.75
KAYAKAUMA,39.73,-3.62
KAYAMBOSUBLOCATION,34.32,-0.07
KAYOLEESTATE,36.93,-1.28
KAYUKA,34.65,-0.45
KAZAHENI,39.92,-2.08
KAZOLI,39.62,-3.93
KEA,34.25,-1.1
KEBUBO,34.93,-0.07
KECHIISUBLOCATION,36.12,0.75
KEDONG,36.57,-1.05
KEDONGRANCH,36.48,-1.07
KEERA,36.98,2.13
KEGAA,37.57,-0.43
KEGONGE,37.62,-0.42
KEGWA,36.87,-1.2
KELTICHEKDAM,35.15,-0.95
KEMERA,34.08,-0.07
KEMERA,34.08,-0.7
KENDUBAY,34.63,-0.35
KENDU,34.65,-0.37
KENEGUT,35.05,-0.88
KENINI,35.4,-0.77
KENNELCLUB,36.75,-1.3
KENORU,37.73,-0.32
KENUNGU,36.73,-1.02
KENUNGUROAD,36.7,-1.02
KENYATTAPOLOGROUND,36.37,-0.53
KENYENYA,35.98,-0.63
KENYORO,34.73,-0.07
KEPCHUNSUBLOCATION,35.73,0.7
KEREBIGOLDMINE,34.18,-0.18
KEREE,36.92,2.18
KEREITA,36.63,-0.97
GERR OLDOINYO,36.58,-1.05
KERIA,37.47,-0.37
KERIA,37.65,-0.22
KARIA,37.47,-0.37
KERIA,36.72,-0.98
KERICHINAKUBWA,36.75,-1.28
KERICHWAKUBWA,36.75,-1.28
KERINGA,34.78,-0.52
KERINGET,35.65,-0.45
KERINGET,35.1,-0.75
KERINGETESTATE,35.68,-0.42
KERINGETI,36.57,-1.27
KERINGETLANDINGSTRIP,35.68,-0.4
KERISA,35.55,-0.28
KERISOIFORESTSTATION,35.53,-0.28
KERITA,36.65,-0.97
KERITA,36.63,-0.98
KERITA,36.63,-0.97
KERITUNET,35.75,0.38
KERORI,37.47,-0.42
KAROTA,34.93,-0.47
KERSABIS,36.77,4.1
KERUNDUT,35.42,-0.85
KERURI,36.9,-0.62
KESANGURI,39.72,-1.62
KETNWANFOREST,35.82,0.73
KEVOTE,37.53,-0.43
KEWAMOI,35.62,-0.4
KEYO GOD,34.18,-0.77
KHAIYU,40.92,3.47
KHALABARAILWAYDAM,34.53,0.07
KHALANKHALESSA,40.57,2.87
KHARSAHUKA,40.93,2.45
KHATE HARA,38.92,3.45
KHATKHALLOKHAMSO,38.75,3.22
KHINGOESTATE,36.77,-1.23
KHOGAR,40.15,1.2
KHOLIORAP,40.02,1.48
KHOLOKHONGO,33.98,0.07
KHOMODE,36.72,2.9
KHORDOBA,40.07,1.53
KHOROFHARAR,40.73,2.23
KHOTEHARE,38.78,3.02
KHOTKHOT,40.03,0.6
KHOTKHOT HARA,39.88,0.92
KHOWKHAL,40.87,4.1
KHULUCHINA,34.28,0.37
KHWIRALE,34.25,0.48
KIABARA,34.8,-0.07
KIABUYA,34.1,-0.75
KIAGA,37.28,-0.58
KIAGA,37.27,-0.6
KIAGASA,34.15,-0.4
KIAGONGO,34.2,-0.07
KIAGUTHU,36.97,-0.75
KAIHEHO,36.9,-0.8
KIAHERA,34.22,-0.43
KIAHEHO,36.92,-0.77
KIAHURIA,36.72,-1.22
KIAIBABU,36.68,-1.15
KEIRIA,36.8,-1.08
KAIRIA,36.82,-1.1
KIAIRIASUBLOCATION,36.78,-1.08
KIAKANYINGA,37.7,-0.27
KIAMAINA,37.22,-0.45
KIAMARA,37.9,-0.1
KIAMARA,37.07,-0.7
KIAMARA,36.62,-0.93
KIAMARAESTATE,36.8,-1.18
KIAMARIGA,37.23,-0.38
KIAMBAA,36.75,-1.15
KIAMBAA,36.75,-1.02
KIAMBAA,36.65,-1.2
KIAMBAALOCATION,36.75,-1.18
KIAMBATHA,37.38,-0.43
KIAMBERESUBLOCATION,37.08,-0.78
KIAMBICHO,37.22,-0.7
KIAMBICHOFOREST,37.22,-0.7
KIAMBOGOESTATE,36.13,-0.62
KIAMBU,36.78,-1.02
KIAMBUDISTRICT,36.75,-1.02
KIAMBUFOREST,36.85,-1.2
KIAMBUTHIA,36.92,-0.62
KIAMBUGRAZINGAREA,36.55,-1.22
KIAHERAHILL,34.15,-0.42
KIAMICHIRI,37.32,-0.53
KIAMOKAMA,34.88,-0.08
KIAMOUCHIE,37.7,-0.37
KIAMUTHAMBI,37.28,-0.57
KIAMUTIFOREST,37.2,-0.68
KIAMATOGO,37.4,-0.47
KIAMUTURI,36.85,-0.62
KIAMUTURIFORESTGUARDPOST,36.82,-0.6
KIAMWENJA,37.28,-0.53
KIAMWENJI,37.1,-0.68
FEYSPEAK,36.07,-0.65
KIANDANGAI,37.23,-0.58
KIANDERI,37.28,-0.48
KIANDERI,36.97,-0.72
KIANDONGORO,36.08,-0.45
KIANDUMU,37.38,-0.43
KIANDWARA,37.73,-0.42
KIANGAGE,37.1,-0.72
KIANGAGE,37.12,-0.72
KIANGAI,37.18,-0.48
GODSHILL,37.23,-0.58
KIANGARI,34.45,-1.05
KIANGATA,34.18,-0.4
KIANGEMA,37.47,-0.48
KIANGIMA,36.8,-1.07
KIANGOCHI,37.13,-0.75
KIANGOMA,37.03,-0.78
KIANGONGO,34.18,-0.07
KIANGUA,37.6,-0.2
KIANGUENYI,37.28,-0.45
KIANGUNGI,37.57,-0.37
KIANGUNYI,36.98,-0.7
KIANJANGASUBLOCATION,37.22,-0.62
KIANJEGE,37.15,-0.57
KIAMJIBBIESTATE,36.85,-1.12
KIANJIRU,37.2,-0.53
KIANJOGU,36.8,-1.07
KIANJOGU,36.73,-1.18
KIANJOKOMASUBLOCATION,37.52,-0.42
KIANJUHU,37.53,-0.38
KIANYAGA,37.35,-0.48
KIANYAMWARE,34.92,-0.07
KARISA,37.27,-0.48
KIARAKONGO,37.35,-0.65
KIARUNGU,37.2,-0.52
KIAWAMBEU,37.07,-0.73
KIAWAMBEU,37.1,-0.73
KIAWAMUMWE,37.03,-0.63
KIAWANJUGU,37.12,-0.72
KIAWANUGU,36.72,-1.23
KIAWAROGAESTATE,36.7,-1.1
KIAWERO,37.45,-0.43
KIBAINO,35.65,0.47
KIBANGA,34.18,-0.4
KIBANGA,34.37,-0.55
KIBARANI,39.85,-3.6
KIBARANISUBLOCATION,39.85,-3.6
KIBERA,36.78,-1.32
KIBERA,36.77,-1.3
KIBERAMINI RAS,39.68,-4.05
KIBEREGET,35.8,0.62
KIBERELI,36.8,-1.12
KIBICHIKO,36.73,-1.23
KIBICHIKOSUBLOCATION,36.72,-1.22
KIBIGORI,35.05,-0.07
KIBIGORI,35.05,-0.1
KIBIKUKARURA,36.72,-1.2
KIBINGO,37.25,-0.48
KIBINGOTI,37.18,-0.57
KIBIRIGWI,37.18,-0.53
KIBIRIRAINI,36.68,-1.28
KABISI,34.08,0.07
KIBLESO,35.63,-0.07
KIBLESO,35.72,-0.2
KIBLOLOS,35.9,0.43
KIBOGI,37.53,-0.42
KIBOGI,37.52,-0.42
KIBOI,36.97,-0.75
KIBOINO,35.68,0.45
KIBOKO,34.05,-0.05
KIBOKOCAMP,38.42,-0.07
KIBOKONI,39.78,-3.6
KALOTA,40.37,-2.52
KIBOKOSWAMP,36.63,-1.1
KIBORA,34.13,-0.07
KIBOS,34.85,-0.05
KIBOS,34.82,-0.07
KIBOS,34.77,-0.02
KIBOSEK,35.25,-1.02
KIBROTPASS,36.98,2.6
KIBUBUTIESTATE,36.77,-1.15
KIBUGO,34.43,-0.75
KIBOGO,37.43,-0.45
KIBUGWA,37.62,-0.37
AWACH,34.65,-0.35
KABORIA,37.35,-0.48
KIBURU,37.2,-0.53
KIBURU,36.68,-0.77
KIBUSU,40.13,-2.35
KIBUTHA,36.92,-0.7
KIBUTIO,37.07,-0.62
KIBUTIO,37.08,-0.62
KIBUYEPOINT,34.73,-0.15
KICHUIRU,36.58,-1.25
KIDEMUSUBLOCATION,39.57,-3.48
KIDOGOESTATE,36.88,-1.18
ENGLISHPOINT,39.68,-4.05
KIDONO,36.7,-1.25
CHIDUTANI,39.72,-3.77
KIDUTANI,39.72,-3.88
KIDUTANISUBLOCATION,39.7,-3.88
KIEDAM,37.42,-0.55
KIANANGURU,37.65,-0.23
KIENGOK,36.08,0.87
KIENI,37.7,-0.22
KIERA,37.77,-0.23
KIERENI,37.65,-0.35
KIERERAFOREST,37.93,-0.35
KIERU,37.92,-0.02
KIETEVE,38.02,-0.27
KIGANGONI,39.65,-3.85
KIGANJO,37.65,-0.4
KIGANJO,37.02,-0.65
KIGANJO,36.85,-1.4
KIGANJOSUBLOCATION,36.85,-1.37
KIGAARI,37.47,-0.43
KIGOCHE,34.93,-0.13
KIGOGO,37.62,-0.38
KIGONGO,37.13,-0.65
KIGORI,35.57,-0.48
KIGOTO,34.18,-0.68
KIGUMO,37.63,-0.42
KIGUMO,37.02,-0.68
KIGUMO,36.97,-0.8
KIGUWA,34.2,-0.07
KIGWA,34.13,-0.68
KIGWAESTATE,36.85,-1.22
KIHARA,36.75,-1.22
KIHARA,36.73,-1.2
KIHARASUBLOCATION,36.75,-1.2
KIHARU,37.15,-0.72
KIHINGO,36.63,-1.1
KIHINGOESTATE,36.77,-1.23
KIHOYA,36.9,-0.65
KIIA,38.23,-0.08
KIINE,37.2,-0.58
KIINELOCATION,37.2,-0.58
KIJABE,36.57,-0.93
KIJABE,36.58,-0.92
KIJABEHILLESTATE,36.48,-0.87
KIJEGGE,37.95,-0.27
KIJEGGEFOREST,37.95,-0.27
KIJIBIL,39.8,2.98
FLORAPOINT,39.63,-4.05
KIKAMBALA,39.78,-3.88
KIKAMBALA,39.78,-3.9
KIKINGO,38.08,-0.08
KIKINGO,38.1,-0.1
KIKINGOFOREST,38.1,-0.08
KIKOMA,38.93,-0.55
KIKONGO,34.27,-0.88
KIKUYUROAD,36.73,-1.28
KILE,37.87,2.45
KERICHWAKUBWA,36.78,-1.28
CLEMADUI,39.53,-1.6
KALIANGOMBE,39.57,-3.9
KILIFI,39.85,-3.63
KILIFI MTO,39.85,-3.63
KILIKU,38.1,1.47
KILIMAFARM,35.85,-0.25
KILIMANIESTATE,36.78,-1.28
KILIMANJARO,39.95,-3.4
KILIMAPEMBE,36.2,0.05
KILINDINI RAS,39.65,-4.07
KILINDINI PORT,39.65,-4.07
KILINDINIREEF,39.65,-4.07
KILIWEHERI,39.28,2.9
KILIWEHERI,39.53,2.6
KILIWEHIRI,40.03,3.92
KILIWEHIRI,39.93,3.87
KILKILI,37.25,3.57
KILOMBEHILLFOREST,35.08,-0.07
KILONGADAM,39.6,-3.72
KILOOMAESTATE,36.87,-1.15
KILOTODAM,39.6,-3.68
KILTA,40.05,3.03
KILTUPE GAR,37.88,2.25
KIMABONIISLAND,34.08,-0.53
KIMAI,34.18,-0.95
KIMAITI,36.72,-1.02
KIMAKIAFORESTSTATION,36.73,-0.77
KIMALEL,35.87,0.45
KIMARGIS,35.28,-0.68
KIMARIESTATE,35.28,-0.6
KIMATARANGE,35.77,0.27
KIMATHESUBLOCATION,37.18,-0.68
KIMBIMBI,37.37,-0.62
KIMBO,34.4,-0.48
KIMBULE,39.72,-3.55
KIMENDE,36.63,-0.98
KIMINGOCHOCH,35.8,0.4
KIMIRA,34.73,-0.07
KIMNAI,35.68,0.97
KIMOGORO,35.48,-0.78
KIMOJOCHFOREST,35.8,0.38
KIMOROK,35.93,0.47
KIMOSOSUBLOCATION,35.63,0.52
KIMUCHIA,37.63,-0.22
KIMUGUL,35.05,-0.22
KIMUGUL,35.08,-0.9
KIMULOT,35.23,-0.52
KIMULOT,35.27,-0.53
KIMULOTSUBLOCATION,35.25,-0.55
KIMULOTTEAESTATE,35.27,-0.52
KIMUNYE,37.3,-0.43
KIMWEA,37.38,-0.53
KIN,35.78,-0.2
KINAGONISUBLOCATION,39.53,-3.75
KINAKOMBA,40.05,-1.7
KINANE,39.6,-3.77
KINANGO,39.48,-3.7
KINANGUNASUBLOCATION,39.65,-3.93
KINARANI,39.57,-3.77
KINARANE,39.57,-3.73
